PlayerID,Season,Year,Name,Nickname,Team,PrimaryPosition,SecondaryPosition,Bats,Throws,Age,Height,Weight,OVR,Potential,ContactL,ContactR,PowerL,PowerR,Vision,Discipline,PlateVision,PlatePatience,Bunting,DragBunting,Durability,ClutchHitting,Speed,Stealing,BRAggression,Fielding,Reaction,ArmStrength,ArmAccuracy,Composure,PullPct,CenterPct,OppoPct,GBPct,LDPct,FBPct,SwingPct,HotZone,ColdZone,BattingStance,Quirks,Flaw,NotableTrait,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR,W,L,ERA,WHIP,P_GP,GS,IP,H_Allowed,ER,K_Pitched,BB_Allowed,HR_Allowed,SV,HLD,BS,CG,SHO,PO,A,E,FPCT,DP,Awards,MLBRecord,SeasonNote,TeamWL,TeamRecord,Pitch1Type,Pitch1MPH,Pitch1Velo,Pitch1Ctrl,Pitch1Break,Pitch2Type,Pitch2MPH,Pitch2Velo,Pitch2Ctrl,Pitch2Break,Pitch3Type,Pitch3MPH,Pitch3Velo,Pitch3Ctrl,Pitch3Break,Pitch4Type,Pitch4MPH,Pitch4Velo,Pitch4Ctrl,Pitch4Break,TeamRecordBroken
P001,11,2036,Cyris Sullivan,Cream Machine,Red Sox,SS,2B,R,R,31,5'7,145,92,92,99,93,31,47,99,94,99,94,94,95,76,98,66,70,85,92,98,75,88,96,30.0,45.0,25.0,55.0,35.0,10.0,38.0,Low Away/Low Middle,High Inside,Crouched Open,"Bad Ball Hitter,Pressure Cooker,Table Setter,Contact Hitter",Tilt Mode after 2 Ks,Always clutch in ranked,145,629,547,107,183,37,1.9,16,76,82,63,29,7,0.335,0.421,0.5,0.921,6.8,0,0,0.0,0.0,0,140,0.0,0,0,0,0,0,0,0,0,0,0,155,348,5.0,0.991,23.0,All-Star;Gold Glove 2B;Silver Slugger 2B,,Set the single-season hits record for a SS (212) — third batting title.,99-63,"Set franchise pitching strikeout record (1,654); lost in ALCS",,,,,,,,,,,,,,,,,,,,,
P001,12,2037,Cyris Sullivan,Cream Machine,Red Sox,SS,2B,R,R,32,5'7,145,92,92,99,93,31,47,99,94,99,94,94,95,76,98,66,70,85,92,98,75,88,96,30.0,45.0,25.0,55.0,35.0,10.0,38.0,Low Away/Low Middle,High Inside,Crouched Open,"Bad Ball Hitter,Pressure Cooker,Table Setter,Contact Hitter",Tilt Mode after 2 Ks,Always clutch in ranked,144,616,540,96,172,35,1.0,14,70,76,64,24,6,0.319,0.403,0.465,0.867,6.0,0,0,0.0,0.0,0,139,0.0,0,0,0,0,0,0,0,0,0,0,152,348,6.0,0.988,22.0,All-Star;Gold Glove 2B,,Range slipping a touch but still elite — 7th career Gold Glove.,95-67,AL East Title; lost in ALDS,,,,,,,,,,,,,,,,,,,,,
P001,13,2038,Cyris Sullivan,Cream Machine,Red Sox,SS,2B,R,R,33,5'7,145,92,92,99,93,31,47,99,94,99,94,94,95,76,98,66,70,85,92,98,75,88,96,30.0,45.0,25.0,55.0,35.0,10.0,38.0,Low Away/Low Middle,High Inside,Crouched Open,"Bad Ball Hitter,Pressure Cooker,Table Setter,Contact Hitter",Tilt Mode after 2 Ks,Always clutch in ranked,155,664,584,98,179,36,1.1,14,72,80,75,22,7,0.307,0.39,0.445,0.835,5.6,0,0,0.0,0.0,0,139,0.0,0,0,0,0,0,0,0,0,0,0,160,374,8.0,0.986,23.0,World Series;All-Star,,First sub-1.0 WAR season — pitchers finally adjusting.,101-61,AL Pennant; WORLD SERIES CHAMPIONS (4th); end of dynasty core era,,,,,,,,,,,,,,,,,,,,,
P001,14,2039,Cyris Sullivan,Cream Machine,Red Sox,SS,2B,R,R,34,5'7,145,92,92,99,93,31,47,99,94,99,94,94,95,76,98,66,70,85,92,98,75,88,96,30.0,45.0,25.0,55.0,35.0,10.0,38.0,Low Away/Low Middle,High Inside,Crouched Open,"Bad Ball Hitter,Pressure Cooker,Table Setter,Contact Hitter",Tilt Mode after 2 Ks,Always clutch in ranked,143,600,532,83,157,30,1.0,11,61,69,74,17,6,0.295,0.376,0.42,0.796,4.8,0,0,0.0,0.0,0,122,0.0,0,0,0,0,0,0,0,0,0,0,146,344,8.0,0.983,20.0,Gold Glove 2B,,Quiet bounce-back at .298 — veteran leadership year.,88-74,Missed playoffs for first time since 2027,,,,,,,,,,,,,,,,,,,,,
P001,15,2040,Cyris Sullivan,Cream Machine,Red Sox,SS,2B,R,R,35,5'7,145,92,92,99,93,31,47,99,94,99,94,94,95,76,98,66,70,85,92,98,75,88,96,30.0,45.0,25.0,55.0,35.0,10.0,38.0,Low Away/Low Middle,High Inside,Crouched Open,"Bad Ball Hitter,Pressure Cooker,Table Setter,Contact Hitter",Tilt Mode after 2 Ks,Always clutch in ranked,142,588,523,76,147,26,0.0,11,58,64,80,13,5,0.28,0.358,0.394,0.753,3.8,0,0,0.0,0.0,0,121,0.0,0,0,0,0,0,0,0,0,0,0,142,342,9.0,0.982,20.0,,,Set the franchise single-season hits record (212) at age 35.,84-78,Missed playoffs; began transition phase,,,,,,,,,,,,,,,,,,,,,Franchise Single-Season Hits Record (212)
P001,16,2041,Cyris Sullivan,Cream Machine,Red Sox,SS,2B,R,R,36,5'7,145,92,92,99,93,31,47,99,94,99,94,94,95,76,98,66,70,85,92,98,75,88,96,30.0,45.0,25.0,55.0,35.0,10.0,38.0,Low Away/Low Middle,High Inside,Crouched Open,"Bad Ball Hitter,Pressure Cooker,Table Setter,Contact Hitter",Tilt Mode after 2 Ks,Always clutch in ranked,144,588,527,68,144,27,0.0,11,56,61,89,11,4,0.273,0.349,0.387,0.735,2.9,0,0,0.0,0.0,0,98,0.0,0,0,0,0,0,0,0,0,0,0,140,344,11.0,0.978,20.0,,,Hit .280 with 30 doubles — savvy veteran SS.,79-83,First losing season since 2026,,,,,,,,,,,,,,,,,,,,,
P001,17,2042,Cyris Sullivan,Cream Machine,Red Sox,SS,2B,R,R,37,5'7,145,92,92,99,93,31,47,99,94,99,94,94,95,76,98,66,70,85,92,98,75,88,96,30.0,45.0,25.0,55.0,35.0,10.0,38.0,Low Away/Low Middle,High Inside,Crouched Open,"Bad Ball Hitter,Pressure Cooker,Table Setter,Contact Hitter",Tilt Mode after 2 Ks,Always clutch in ranked,148,595,534,61,139,26,0.0,10,56,61,101,9,4,0.261,0.337,0.367,0.703,2.0,0,0,0.0,0.0,0,98,0.0,0,0,0,0,0,0,0,0,0,0,139,349,13.0,0.974,20.0,,,"Final All-Star nod; passed 2,500 career hits.",76-86,Rebuild — final season for several core veterans,,,,,,,,,,,,,,,,,,,,,
P001,18,2043,Cyris Sullivan,Cream Machine,Red Sox,SS,2B,R,R,38,5'7,145,92,92,99,93,31,47,99,94,99,94,94,95,76,98,66,70,85,92,98,75,88,96,30.0,45.0,25.0,55.0,35.0,10.0,38.0,Low Away/Low Middle,High Inside,Crouched Open,"Bad Ball Hitter,Pressure Cooker,Table Setter,Contact Hitter",Tilt Mode after 2 Ks,Always clutch in ranked,149,587,528,54,132,24,0.0,9,47,59,110,7,3,0.25,0.326,0.343,0.669,1.0,0,0,0.0,0.0,0,98,0.0,0,0,0,0,0,0,0,0,0,0,132,335,16.0,0.968,19.0,Retired;Final Season;First Ballot Hall of Fame,,Farewell year — retired as a first-ballot Hall of Famer.,72-90,Farewell year for the championship core — all 11 originals retired together,,,,,,,,,,,,,,,,,,,,,
P002,1,2026,Shea Harrison,,Red Sox,1B,3B/DH,L,R,22,5'9,215,68,84,55,35,93,65,48,45,50,40,20,15,85,88,22,15,25,50,55,72,50,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,162,653,618,59,144,19,1.0,26,73,32,132,5,2,0.233,0.274,0.408,0.682,-1.8,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,29.0,Rookie Of The Year,,Rookie of the Year — 26 HR power debut despite low OBP.,75-87,Rebuilding year — finished 4th in AL East,,,,,,,,,,,,,,,,,,,,,
P002,2,2027,Shea Harrison,,Red Sox,1B,3B/DH,L,R,22,5'9,215,82,84,62,50,64,99,57,49,57,40,25,20,90,93,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,159,641,602,75,149,12,1.0,37,77,32,129,8,3,0.249,0.292,0.455,0.747,-0.3,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,14,1,0.0,1.0,24.0,Silver Slugger 1B,,Bigger power season (37 HR) and first Silver Slugger DH.,84-78,First winning season since 2023; missed Wild Card,,,,,,,,,,,,,,,,,,,,,
P002,3,2028,Shea Harrison,,Red Sox,1B,3B/DH,L,R,22,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,156,631,591,88,152,27,1.0,44,98,33,110,6,6,0.257,0.303,0.53,0.833,1.1,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,1.0,29.0,Silver Slugger 1B;Led in HR,,Led the league in HR (44); second straight Silver Slugger.,92-70,AL East Division Title; lost in ALDS,,,,,,,,,,,,,,,,,,,,,
P002,4,2029,Shea Harrison,,Red Sox,1B,3B/DH,L,R,22,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,146,608,564,67,140,25,1.0,26,76,41,128,9,1,0.248,0.301,0.434,0.735,0.6,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1013,126,13.0,0.989,29.0,World Series,,First ring; quieter power year (26 HR) but contributed.,98-64,AL Pennant; WORLD SERIES CHAMPIONS (1st),,,,,,,,,,,,,,,,,,,,,
P002,5,2030,Shea Harrison,,Red Sox,1B,3B/DH,L,R,26,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,162,657,622,84,155,25,1.0,40,95,35,134,4,2,0.249,0.289,0.484,0.773,0.7,0,0,0.0,0.0,0,143,0.0,0,0,0,0,0,0,0,0,0,0,19,2,0.0,1.0,2.0,Silver Slugger 1B,,First ring; 32-HR season as the everyday 1B.,95-67,AL East Title; lost in ALCS,,,,,,,,,,,,,,,,,,,,,
P002,6,2031,Shea Harrison,,Red Sox,1B,3B/DH,L,R,27,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,146,594,562,79,143,20,0.0,37,95,33,117,3,1,0.255,0.296,0.491,0.788,1.1,0,0,0.0,0.0,0,143,0.0,0,0,0,0,0,0,0,0,0,0,11,0,0.0,1.0,1.0,Silver Slugger 1B;Led in HR,,Second ring; first Silver Slugger 1B nod — 38 HR power year.,96-66,AL East Title; lost in ALDS,,,,,,,,,,,,,,,,,,,,,
P002,7,2032,Shea Harrison,,Red Sox,1B,3B/DH,L,R,28,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,152,627,590,90,157,25,1.0,41,107,36,119,2,1,0.265,0.308,0.519,0.827,1.7,0,0,0.0,0.0,0,143,0.0,0,0,0,0,0,0,0,0,0,0,14,1,0.0,1.0,1.0,World Series;Silver Slugger 1B;Led in RBI,,Led the league in HR with 47 — finally getting his RBI count right.,102-60,AL Pennant; WORLD SERIES CHAMPIONS (2nd); 100-win season,,,,,,,,,,,,,,,,,,,,,
P002,8,2033,Shea Harrison,,Red Sox,1B,3B/DH,L,R,29,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,159,649,612,92,161,23,1.0,42,107,38,121,3,1,0.263,0.306,0.511,0.817,1.9,0,0,0.0,0.0,0,143,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0.0,1.0,1.0,All-Star;Silver Slugger 1B;Led in HR,,"Career-best .278 average, 45 HR — Top 5 MVP finish.",104-58,Set franchise record for runs scored (912),,,,,,,,,,,,,,,,,,,,,
P002,9,2034,Shea Harrison,,Red Sox,1B,3B/DH,L,R,30,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,153,630,590,93,153,22,0.0,43,113,38,124,2,1,0.259,0.305,0.516,0.821,2.3,0,0,0.0,0.0,0,143,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,1.0,0.0,All-Star;Silver Slugger 1B,,Third ring; another 40-HR season.,108-54,Franchise record 108 wins; lost in ALCS,,,,,,,,,,,,,,,,,,,,,
P002,10,2035,Shea Harrison,,Red Sox,1B,3B/DH,L,R,31,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,160,664,622,102,168,26,0.0,48,124,42,124,1,0,0.27,0.316,0.543,0.86,2.8,0,0,0.0,0.0,0,143,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,1.0,1.0,World Series;All-Star;Silver Slugger 1B;Led in HR;Led in RBI,,Fourth straight 40-HR year — face of the lineup.,111-51,AL Pennant; WORLD SERIES CHAMPIONS (3rd); franchise record 111 wins,,,,,,,,,,,,,,,,,,,,,
P002,11,2036,Shea Harrison,,Red Sox,1B,3B/DH,L,R,32,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,154,622,586,86,149,22,1.0,42,108,36,127,2,1,0.254,0.297,0.51,0.807,1.7,0,0,0.0,0.0,0,143,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,1.0,0.0,Silver Slugger 1B,,Slugged .580; runner-up MVP voting.,99-63,"Set franchise pitching strikeout record (1,654); lost in ALCS",,,,,,,,,,,,,,,,,,,,,
P002,12,2037,Shea Harrison,,Red Sox,1B,3B/DH,L,R,33,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,146,590,557,77,137,20,0.0,36,96,33,129,1,0,0.245,0.287,0.476,0.763,1.0,0,0,0.0,0.0,0,143,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,1.0,0.0,,,Quiet 35 HR year by his standards.,95-67,AL East Title; lost in ALDS,,,,,,,,,,,,,,,,,,,,,
P002,13,2038,Shea Harrison,,Red Sox,1B,3B/DH,L,R,34,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,151,606,573,74,135,18,0.0,35,94,33,138,1,0,0.235,0.276,0.448,0.724,0.5,0,0,0.0,0.0,0,143,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,1.0,0.0,World Series;500th Career HR,5th Player to 500+ HR as a First Baseman,Hit 39 HR; team's primary cleanup hitter.,101-61,AL Pennant; WORLD SERIES CHAMPIONS (4th); end of dynasty core era,,,,,,,,,,,,,,,,,,,,,
P002,14,2039,Shea Harrison,,Red Sox,1B,3B/DH,L,R,35,5'9,215,84,84,65,53,68,98,59,50,59,40,25,21,90,94,22,21,31,56,56,78,56,70,75.0,20.0,5.0,25.0,25.0,50.0,72.0,Middle In Belt-High,Outside/High Heat,Open Wide w/ Leg Kick,"Crowd Pleaser,Dead Red,Bomber,Free Swinger",Empty Stadium Slump,Only tries when watched,159,632,599,72,134,18,0.0,34,91,32,157,0,0,0.223,0.263,0.424,0.687,0.0,0,0,0.0,0.0,0,125,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,1.0,0.0,,,Back to 42 HR — clutch postseason run.,88-74,Missed playoffs for first time since 2027,,,,,,,,,,,,,,,,,,,,,
